0.904, 0.912, 2, -4.057, 1, 0.0995, 0.000717, 0.139, 0.155, 0.0854, 135.008, 268096, 4
0.479, 0.415, 5, -11.213, 1, 0.196, 0.921, 0.638, 0.377, 0.525, 107.652, 343415, 4
0.531, 0.599, 2, -11.751, 0, 0.286, 0.705, 0.803, 0.0616, 0.298, 76.577, 327805, 4
0.828, 0.715, 11, -6.581, 0, 0.144, 0.0493, 0.94, 0.0866, 0.787, 132.015, 218135, 4
0.821, 0.567, 6, -9.822, 0, 0.0889, 0.191, 0.661, 0.121, 0.676, 130.0, 254662, 4
0.872, 0.58, 7, -7.171, 1, 0.135, 0.00706, 0.0491, 0.0667, 0.861, 128.009, 215435, 4
0.584, 0.561, 11, -10.747, 0, 0.0649, 0.0454, 0.571, 0.232, 0.616, 85.913, 209875, 3
0.62, 0.949, 6, -7.726, 0, 0.0894, 0.000335, 0.444, 0.41, 0.409, 132.005, 204643, 4
0.909, 0.604, 11, -9.287, 0, 0.235, 0.0107, 3.48e-05, 0.11, 0.812, 130.989, 190534, 4
0.558, 0.774, 10, -8.627, 0, 0.257, 0.00357, 0.00047, 0.154, 0.125, 112.341, 96981, 3
0.755, 0.956, 9, -5.552, 0, 0.047, 0.00334, 0.86, 0.0811, 0.696, 135.901, 287647, 4
0.727, 0.881, 2, -10.076, 1, 0.0675, 4.11e-05, 0.963, 0.565, 0.462, 135.956, 244246, 4
0.858, 0.965, 7, -8.144, 1, 0.108, 0.0267, 0.166, 0.0609, 0.804, 130.015, 411577, 4
0.834, 0.864, 11, -7.792, 0, 0.137, 0.000324, 0.749, 0.0669, 0.439, 130.025, 372462, 4
0.802, 0.743, 7, -12.42, 1, 0.108, 0.0186, 0.566, 0.1, 0.929, 130.009, 440769, 4
0.727, 0.846, 9, -5.591, 0, 0.07, 0.00159, 0.755, 0.0677, 0.698, 126.988, 261000, 4
0.804, 0.977, 0, -6.769, 1, 0.0569, 0.000734, 0.83, 0.113, 0.915, 125.996, 266000, 4
0.881, 0.842, 1, -5.382, 1, 0.0943, 0.0259, 0.561, 0.0847, 0.0984, 134.01, 241381, 4
0.79, 0.631, 10, -11.866, 1, 0.0561, 0.000757, 0.448, 0.0404, 0.519, 128.051, 350557, 4
0.759, 0.76, 8, -7.41, 1, 0.0559, 0.0818, 0.00231, 0.168, 0.79, 126.087, 249524, 4
0.622, 0.991, 6, -4.792, 0, 0.399, 0.000386, 0.657, 0.382, 0.443, 179.855, 277333, 4
0.784, 0.951, 7, -4.545, 1, 0.0463, 0.0033, 0.219, 0.0596, 0.512, 136.037, 254118, 4
0.842, 0.841, 0, -6.286, 1, 0.116, 0.0335, 0.824, 0.0374, 0.479, 127.993, 215625, 4
0.793, 0.886, 1, -3.079, 1, 0.0392, 0.000359, 0.858, 0.0258, 0.848, 129.959, 245577, 4
0.843, 0.891, 3, -2.827, 0, 0.163, 3.64e-05, 0.306, 0.0427, 0.578, 140.009, 250286, 4
0.448, 0.728, 9, -9.785, 1, 0.0541, 0.000742, 0.452, 0.123, 0.169, 155.047, 251367, 4
0.838, 0.969, 1, -5.533, 1, 0.145, 0.0297, 0.876, 0.356, 0.485, 126.985, 246614, 4
0.767, 0.831, 2, -4.014, 0, 0.123, 0.0107, 0.344, 0.108, 0.714, 139.956, 255000, 4
