0.753, 0.245, 6, -11.755, 1, 0.144, 0.0555, 0.663, 0.081, 0.0391, 69.944, 385660, 4
0.671, 0.716, 11, -9.429, 1, 0.0565, 0.0631, 0.11, 0.111, 0.37, 140.012, 394286, 4
0.589, 0.942, 1, -1.748, 1, 0.23, 0.021, 0.000773, 0.283, 0.472, 144.765, 188690, 4
0.437, 0.457, 6, -11.457, 0, 0.0437, 0.000318, 0.163, 0.124, 0.0409, 150.018, 230400, 4
0.673, 0.533, 11, -10.527, 0, 0.465, 0.422, 0.0353, 0.72, 0.606, 139.921, 130286, 4
0.685, 0.961, 1, -2.442, 1, 0.398, 0.0028, 3.71e-05, 0.411, 0.625, 145.012, 182897, 4
0.374, 0.9, 10, -5.104, 0, 0.114, 0.02, 0.0207, 0.141, 0.13, 127.632, 220656, 3
0.713, 0.564, 0, -7.233, 1, 0.044, 0.000215, 0.674, 0.398, 0.274, 140.03, 328000, 4
0.605, 0.676, 9, -13.299, 0, 0.0509, 0.00148, 0.541, 0.0608, 0.649, 140.001, 202286, 4
0.419, 0.665, 9, -6.14, 0, 0.076, 0.274, 2.43e-06, 0.318, 0.195, 150.023, 230788, 4
0.468, 0.946, 6, -5.635, 0, 0.407, 0.00328, 0.000762, 0.348, 0.903, 144.014, 266483, 4
0.429, 0.936, 11, -7.033, 0, 0.309, 0.00486, 0.0717, 0.046, 0.387, 150.014, 264800, 4
0.43, 0.567, 11, -10.219, 1, 0.0299, 0.342, 0.755, 0.0777, 0.173, 114.988, 99995, 5
0.59, 0.519, 11, -4.978, 1, 0.368, 0.00711, 0.235, 0.575, 0.574, 112.437, 140000, 3
0.639, 0.99, 8, -1.778, 0, 0.0688, 0.0154, 0.735, 0.33, 0.0742, 140.009, 205714, 4
0.783, 0.813, 0, -7.262, 1, 0.288, 0.00128, 0.000552, 0.22, 0.431, 140.053, 291429, 4
0.647, 0.451, 1, -11.505, 0, 0.349, 0.0194, 0.0135, 0.477, 0.498, 174.212, 248973, 4
0.898, 0.421, 1, -11.287, 1, 0.103, 0.0023, 0.426, 0.111, 0.276, 140.029, 281897, 4
0.905, 0.476, 6, -10.317, 0, 0.15, 0.146, 0.0516, 0.0765, 0.669, 140.042, 249862, 4
