0.805, 0.902, 5, -7.321, 1, 0.0484, 0.00162, 0.833, 0.104, 0.186, 124.999, 368640, 4
0.707, 0.872, 7, -8.779, 1, 0.0567, 0.0025, 0.63, 0.116, 0.965, 114.003, 437895, 4
0.822, 0.813, 0, -5.864, 0, 0.129, 0.0454, 0.655, 0.095, 0.508, 94.991, 353684, 4
0.722, 0.862, 7, -9.124, 1, 0.0543, 0.00189, 0.948, 0.118, 0.961, 114.0, 437895, 4
0.787, 0.734, 9, -6.106, 0, 0.055, 0.000105, 0.831, 0.121, 0.603, 109.985, 401455, 4
0.814, 0.827, 9, -6.123, 1, 0.0809, 0.000335, 0.904, 0.0377, 0.584, 125.0, 384000, 4
0.802, 0.977, 9, -6.029, 1, 0.0546, 0.0206, 0.921, 0.0375, 0.881, 124.99, 384000, 4
0.849, 0.804, 9, -6.793, 0, 0.0606, 0.00202, 0.683, 0.0504, 0.438, 123.009, 421463, 4
0.807, 0.817, 11, -6.499, 0, 0.0936, 0.00242, 0.889, 0.0432, 0.576, 121.987, 409180, 4
0.775, 0.751, 0, -9.327, 1, 0.0742, 0.000411, 0.881, 0.19, 0.402, 115.998, 380690, 4
0.774, 0.74, 5, -9.386, 1, 0.0641, 0.000375, 0.876, 0.164, 0.417, 115.999, 380690, 4
0.804, 0.876, 4, -6.582, 0, 0.0481, 0.00219, 0.161, 0.103, 0.219, 125.001, 368640, 4
0.727, 0.858, 7, -6.247, 1, 0.0927, 0.000269, 0.902, 0.195, 0.742, 123.004, 327805, 4
0.935, 0.802, 5, -4.778, 0, 0.111, 0.000524, 0.807, 0.0797, 0.348, 119.985, 368000, 4
0.705, 0.735, 0, -7.739, 1, 0.0555, 0.000249, 0.906, 0.0865, 0.533, 120.012, 352000, 4
0.702, 0.74, 0, -7.525, 1, 0.054, 0.000245, 0.83, 0.0863, 0.565, 120.012, 352000, 4
0.724, 0.87, 0, -7.06, 1, 0.0503, 7.59e-05, 0.754, 0.0715, 0.97, 115.014, 467478, 4
0.773, 0.974, 10, -6.026, 0, 0.0544, 0.00157, 0.879, 0.0252, 0.777, 122.008, 302951, 4
