0.853, 0.464, 9, -7.228, 0, 0.0403, 6.07e-05, 0.539, 0.583, 0.548, 110.006, 384000, 4
0.806, 0.84, 9, -8.008, 0, 0.08, 0.00169, 0.917, 0.07, 0.534, 121.992, 393443, 4
0.712, 0.697, 4, -8.601, 0, 0.0336, 0.721, 0.932, 0.175, 0.164, 114.988, 400696, 4
0.798, 0.861, 0, -6.349, 1, 0.0457, 2.48e-05, 0.677, 0.145, 0.898, 121.994, 346230, 4
0.898, 0.661, 7, -7.346, 1, 0.0562, 0.000723, 0.000612, 0.106, 0.583, 124.01, 309677, 4
0.754, 0.608, 0, -10.987, 1, 0.0526, 0.0181, 0.901, 0.0639, 0.602, 126.008, 426667, 4
0.772, 0.713, 6, -10.382, 0, 0.181, 0.0264, 0.634, 0.096, 0.453, 124.999, 414720, 4
0.666, 0.598, 6, -6.248, 0, 0.0657, 0.00097, 0.537, 0.0731, 0.387, 199.98, 331200, 4
0.705, 0.564, 8, -6.278, 1, 0.0471, 0.000564, 0.861, 0.351, 0.424, 119.983, 344000, 4
0.784, 0.657, 0, -7.43, 1, 0.0393, 0.14, 0.845, 0.112, 0.568, 122.01, 283279, 4
0.82, 0.537, 4, -8.109, 0, 0.0467, 0.498, 0.692, 0.159, 0.418, 110.007, 488727, 4
0.796, 0.776, 9, -5.92, 1, 0.0789, 0.0119, 0.839, 0.0936, 0.357, 110.0, 331636, 4
0.883, 0.411, 1, -10.279, 1, 0.0522, 0.00204, 0.837, 0.111, 0.208, 124.987, 276480, 4
0.784, 0.546, 10, -7.288, 0, 0.0448, 0.00207, 0.0667, 0.141, 0.314, 114.997, 269217, 4
0.765, 0.639, 2, -7.276, 1, 0.0461, 0.000455, 0.377, 0.0882, 0.533, 125.977, 335238, 4
0.764, 0.595, 1, -7.485, 0, 0.049, 0.000154, 0.696, 0.271, 0.487, 123.009, 413541, 4
0.702, 0.727, 2, -4.77, 0, 0.0495, 0.000129, 0.882, 0.0717, 0.145, 115.006, 390821, 4
0.761, 0.881, 11, -5.352, 0, 0.0436, 0.0299, 0.325, 0.0506, 0.643, 113.009, 350451, 4
0.669, 0.671, 9, -6.031, 0, 0.043, 0.0423, 0.933, 0.0777, 0.6, 115.003, 309375, 4
0.724, 0.72, 2, -9.8, 1, 0.0383, 0.00338, 0.59, 0.109, 0.792, 123.994, 394839, 4
0.786, 0.744, 2, -11.338, 1, 0.0421, 0.00256, 0.872, 0.0914, 0.785, 123.997, 394839, 4
