0.411, 0.931, 9, -4.767, 1, 0.288, 0.15, 0.908, 0.364, 0.163, 159.966, 237000, 4
0.554, 0.572, 8, -4.552, 0, 0.0758, 0.0768, 0.679, 0.135, 0.361, 180.108, 173667, 4
0.501, 0.694, 4, -7.741, 0, 0.0497, 0.0735, 0.000866, 0.0975, 0.06, 145.149, 281379, 4
0.65, 0.584, 1, -7.306, 0, 0.0471, 0.0161, 0.197, 0.116, 0.0853, 104.902, 189714, 4
0.531, 0.783, 6, -7.663, 0, 0.0817, 0.212, 0.000258, 0.465, 0.291, 144.981, 233379, 4
0.563, 0.599, 2, -10.291, 1, 0.0499, 0.0286, 0.275, 0.158, 0.28, 104.988, 176000, 4
0.828, 0.763, 11, -9.858, 1, 0.128, 0.000982, 0.921, 0.0799, 0.607, 148.099, 142753, 4
0.35, 0.859, 4, -3.422, 0, 0.0439, 0.0194, 0, 0.162, 0.143, 139.953, 230571, 4
0.427, 0.8, 6, -4.656, 0, 0.0757, 0.528, 2.61e-06, 0.152, 0.204, 157.973, 220253, 4
0.395, 0.943, 9, -3.319, 1, 0.111, 0.00558, 0.0365, 0.3, 0.116, 124.991, 212488, 4
0.634, 0.961, 0, -3.56, 1, 0.0645, 0.000515, 0.845, 0.076, 0.038, 75.0, 228000, 4
0.703, 0.733, 2, -7.89, 1, 0.0522, 0.0389, 0.672, 0.594, 0.114, 152.952, 244706, 4
0.825, 0.873, 6, -6.044, 0, 0.0969, 0.0018, 0.358, 0.294, 0.457, 144.943, 173060, 4
0.518, 0.815, 2, -5.837, 1, 0.0276, 0.000284, 0.875, 0.109, 0.194, 150.052, 221675, 4
0.673, 0.833, 0, -6.843, 0, 0.198, 0.0954, 0.000274, 0.0691, 0.33, 91.748, 202957, 4
0.619, 0.908, 9, -8.525, 1, 0.0627, 0.0028, 0.852, 0.0996, 0.114, 140.057, 212284, 4
0.636, 0.76, 0, -5.772, 1, 0.0759, 0.000338, 0.726, 0.0977, 0.317, 165.033, 149826, 4
0.707, 0.917, 2, -8.276, 1, 0.0613, 0.00167, 0.894, 0.0848, 0.692, 150.037, 135563, 4
0.336, 0.898, 1, -9.88, 1, 0.724, 0.000468, 0.275, 0.277, 0.231, 81.638, 192000, 4
0.522, 0.934, 0, -5.317, 0, 0.0556, 0.000532, 0.211, 0.108, 0.506, 160.009, 324012, 4
0.419, 0.855, 9, -4.365, 1, 0.212, 0.0385, 0.583, 0.114, 0.134, 94.095, 280698, 5
0.455, 0.953, 4, -4.588, 0, 0.0473, 0.000712, 0.0401, 0.0973, 0.0394, 113.271, 378353, 5
0.649, 0.899, 11, -4.492, 0, 0.0599, 0.00406, 0, 0.251, 0.344, 124.025, 189687, 4
0.542, 0.643, 5, -7.445, 0, 0.164, 0.693, 7.56e-06, 0.391, 0.468, 143.765, 158359, 4
0.58, 0.902, 0, -4.741, 0, 0.0663, 0.0326, 0.0264, 0.292, 0.478, 144.988, 238747, 4
